"","HOST_INSTITUTION_CDE","MEDIAN_AGE","AVERAGE_GRANT_AMOUNT","AVERAGE_ECTS","STUDY_LENGTH","LANGUAGES_TAUGHT","SUBJECTS_TAUGHT","STUDENTS_ARRIVED","CONNECTED_UNIVERSITIES","cluster"
"313","D  COBURG01",22,2485.95588235294,44.7058823529412,8.98529411764706,2,8,17,8,1
"314","D  COTTBUS01",22,2163.181375,34.6125,6.9875,2,18,80,31,1
"315","D  DARMSTA01",22,2022.56188481675,38.8219895287958,8.53010471204188,3,30,191,69,2
"316","D  DARMSTA02",21,1545.11627906977,36.093023255814,7.2906976744186,2,16,43,19,1
"317","D  DARMSTA03",23,1000,16.5,3,2,2,2,2,1
"318","D  DEGGEND01",22,1598.87152173913,33.5434782608696,6.27173913043478,2,15,46,20,1
"319","D  DETMOLD01",21,2426.40625,51.375,7.03125,2,1,8,7,1
"320","D  DORTMUN01",22,2357.025078125,35.953125,7.203125,2,31,128,60,2
"321","D  DORTMUN02",21.5,1299.45777777778,40.1111111111111,6.78472222222222,2,13,36,16,1
"322","D  DORTMUN04",22,1144.40131944444,35.0555555555556,5.05902777777778,2,17,144,42,1
"323","D  DRESDEN01",23,1769.63962962963,31.8148148148148,6.32407407407407,2,15,54,26,1
"324","D  DRESDEN02",22,1899.56890710383,33.3032786885246,7.17281420765027,3,53,366,138,2
"325","D  DRESDEN04",23,1642.27541666667,36.9583333333333,6.29166666666667,2,4,24,17,1
"326","D  DRESDEN05",22,1515.375,33.1666666666667,7.25,2,2,12,8,1
"327","D  DRESDEN07",21.5,1575,17.25,5.5,1,2,4,2,1
"328","D  DRESDEN09",23.5,2516.5,45,10,1,1,2,1,1
"329","D  DUSSELD01",22,1884.11320512821,37.2435897435897,6.8349358974359,2,27,156,55,2
"330","D  DUSSELD03",21,2177.1472,35.68,7.01666666666667,3,22,75,34,1
"331","D  DUSSELD06",21.5,1134.17,27.6666666666667,6.16666666666667,2,2,6,6,1
"332","D  EBERSWA1",23.5,1961.04125,29.25,5.9375,2,3,8,5,1
"333","D  EICHSTA01",21.5,1623.24820512821,33.8205128205128,6.16987179487179,2,19,78,38,1
"334","D  ELMSHOR01",21,740.833333333333,24.8333333333333,4.45833333333333,2,2,6,4,1
"335","D  EMDEN02",21,1459.29513513514,32.8648648648649,5.72972972972973,2,14,37,17,1
"336","D  ERDING01",38,1283.805,30,4.5,1,1,1,1,1
"337","D  ERFURT03",23,1512.30769230769,24.7692307692308,5.23076923076923,1,5,13,6,1
"338","D  ERFURT05",21,2284.846,38.4666666666667,7.46666666666667,2,11,45,23,1
"339","D  ERLANGE01",22,1759.52792929293,37.8080808080808,7.22727272727273,2,39,198,83,2
"340","D  ERLANGE02",20,1281.66666666667,38.9444444444444,7.61111111111111,1,3,18,7,1
"341","D  ESSEN02",22,1709.06666666667,35.9333333333333,7.05,2,7,15,12,1
"342","D  ESSEN03",21,1873.33333333333,69,5.33333333333333,2,2,3,2,1
"343","D  ESSEN04",22,1899.76398648649,34.9189189189189,6.48141891891892,3,33,148,63,2
"344","D  ESSLING03",23,1499.58125,24.275,5.63125,2,11,40,12,1
"345","D  FLENSBU01",22,2414.6,38.85,6.85,2,8,20,9,1
"346","D  FLENSBU02",21,1682.03947368421,41.2631578947368,7.93421052631579,2,7,19,8,1
"347","D  FRANKFU01",21,1862.21229508197,34.8196721311475,6.91120218579235,3,33,183,80,2
"348","D  FRANKFU02",22.5,2181.33333333333,47,7.33333333333333,2,1,6,6,1
"349","D  FRANKFU03",25,1120,20,5.66666666666667,2,3,3,3,1
"350","D  FRANKFU04",21,1743.05980582524,33.1165048543689,6.92233009708738,3,25,103,35,2
"351","D  FRANKFU07",22,1259.4068,45,7,2,3,25,13,1
"352","D  FRANKFU08",22,2042.11882629108,36.3474178403756,6.57042253521127,3,26,213,70,2
"353","D  FREIBER01",23,2279.87023809524,35.7380952380952,7.75,2,16,42,28,1
"354","D  FREIBUR01",22,1800.44912181303,35.3229461756374,7.34490084985836,3,46,353,138,2
"355","D  FREIBUR02",21,1732.19680851064,33.4042553191489,6.5531914893617,2,14,47,27,1
"356","D  FREIBUR03",25,1099.1,34,5.1,3,2,5,5,1
"357","D  FREIBUR04",23,660,15,5,1,1,1,1,1
"358","D  FREIBUR05",21.5,2453.90625,35.25,6.28125,2,5,8,5,1
"359","D  FREISIN01",21,1708.74583333333,32.5833333333333,5.20833333333333,2,4,12,6,1
"360","D  FRIEDRI01",22.5,1274.19642857143,38.5714285714286,6.44642857142857,2,8,14,8,1
"361","D  FULDA01",22,1248.46739130435,31.9130434782609,5.14130434782609,2,12,23,10,1
"362","D  FURTWAN01",22,1623.86111111111,27.8333333333333,5.61111111111111,2,11,54,21,1
"363","D  GELSENK01",21,1900.83333333333,20.3333333333333,6.16666666666667,1,2,3,2,1
"364","D  GELSENK02",21,1941.86476190476,31.9047619047619,5.63095238095238,2,9,21,9,1
"365","D  GIESSEN01",22,2041.85985507246,33.731884057971,6.91123188405797,3,33,138,62,2
"366","D  GIESSEN02",22,2220.89428571429,38.0285714285714,7.49285714285714,2,16,35,17,1
"367","D  GOTTING01",22,1721.29744755245,34.527972027972,6.70541958041958,3,44,286,121,2
"368","D  GOTTING02",21,1371.875,46.5,8.4375,2,2,4,3,1
"369","D  GREIFS01",22,2124.42481012658,38.3544303797468,6.92405063291139,3,23,79,39,2
"370","D  HALLE01",22,2192.70243589744,37.3589743589744,7.41666666666667,3,25,78,37,2
"371","D  HALLE03",24,1647.99565217391,38.1739130434783,6.08695652173913,2,4,23,15,1
"372","D  HAMBURG01",22,1755.04333333333,38.0902777777778,7.13107638888889,3,37,288,112,2
"373","D  HAMBURG03",23,1780.93077777778,37.7222222222222,7.70833333333333,2,17,90,29,1
"374","D  HAMBURG04",24,1574.96590909091,37.6818181818182,6.96590909090909,2,4,22,16,1
"375","D  HAMBURG05",22,2066.63888888889,36.7777777777778,7.33333333333333,3,3,9,8,1
"376","D  HAMBURG06",22,1621.8587,37.38,6.47,2,29,100,44,2
"377","D  HAMBURG08",23,2016.84384615385,31.3076923076923,5.92307692307692,2,10,13,9,1
"378","D  HAMBURG10",21,1290.4832,29.12,4.36,2,3,25,12,1
"379","D  HAMBURG11",25,1258,30,5,1,1,1,1,1
"380","D  HAMBURG12",23,1990.1647761194,38.5223880597015,8.19402985074627,2,6,67,36,1
"381","D  HAMBURG13",21,902.003333333333,18.6666666666667,4.66666666666667,2,2,3,3,1
"382","D  HAMBURG14",21,1276.5,20.3333333333333,4.80555555555556,2,3,9,5,1
"383","D  HANNOVE01",22,1842.60418367347,32.484693877551,6.7640306122449,2,45,196,93,2
"384","D  HANNOVE02",23,2119.202,43.4,8.2,2,2,5,5,1
"385","D  HANNOVE03",22,2528.31818181818,49.7272727272727,8.79545454545454,1,3,11,8,1
"386","D  HANNOVE04",23,1849.86666666667,40.2666666666667,6.1,2,2,15,12,1
"387","D  HANNOVE05",21,1949.17921875,32.84375,6.265625,2,11,32,16,1
"388","D  HEIDE01",21,3746.25,45,10.125,1,1,2,1,1
"389","D  HEIDELB01",21,1936.98462585034,37.421768707483,7.5640589569161,3,40,441,152,2
"390","D  HEIDELB02",22,2029.29413793103,34.3448275862069,5.64655172413793,2,8,29,8,1
"391","D  HEIDELB05",21,2499.68695652174,40.2608695652174,6.81521739130435,2,10,23,12,1
"392","D  HEIDENH02",23.5,878.75,15,2.875,2,1,2,2,1
"393","D  HEILBRO01",21,1927.13172043011,37.8817204301075,7.4758064516129,2,14,93,36,1
"394","D  HILDESH01",21,1639.05341176471,41.5411764705882,7.32647058823529,3,18,85,36,1
"395","D  HILDESH02",22,1637.48684210526,38.5,6.20394736842105,2,11,38,19,1
"396","D  HOF01",22,1075.42857142857,25.4285714285714,4.92857142857143,1,3,7,5,1
"397","D  ILMENAU01",22,1888.18103448276,28.5172413793103,7.5948275862069,3,11,29,11,1
"398","D  INGOLST01",22,1993.125,35.1071428571429,6.41964285714286,3,11,28,13,1
"399","D  ISERLOH01",22,2127.04363636364,34.6363636363636,6.92045454545455,2,9,22,6,1
"400","D  ISERLOH02",19,795.168947368421,28.6315789473684,4.26315789473684,2,5,19,4,1
"401","D  JENA01",22,1722.21195266272,35.5443786982249,6.72337278106509,3,32,169,81,2
"402","D  JENA02",22,1819.53125,17.6875,5.546875,2,9,16,5,1
"403","D  KAISERS01",22,2350.10841269841,40.1587301587302,8.40476190476191,2,23,63,31,1
"404","D  KAISERS02",22,1742.54545454545,28,5.15909090909091,2,3,11,7,1
"405","D  KARLSRU01",22,1842.32434146341,37.3170731707317,8.15731707317073,2,28,205,69,2
"406","D  KARLSRU02",21,1698.61111111111,27.9444444444444,5.05555555555556,2,5,18,10,1
"407","D  KARLSRU03",22.5,1462.528,37.4,6.225,2,1,10,8,1
"408","D  KARLSRU04",22,824.722222222222,25.8888888888889,3.41666666666667,2,2,9,6,1
"409","D  KARLSRU05",22,1123.06481481481,28.9074074074074,6.13888888888889,2,12,54,23,1
"410","D  KARLSRU06",22.5,1332.29166666667,26.3333333333333,5.58333333333333,2,3,6,6,1
"411","D  KARLSRU07",22,3138,33.6,6.05,2,3,5,3,1
"412","D  KARLSRU08",21,1390.7284137931,33.9310344827586,4.97413793103448,2,11,29,16,1
"413","D  KASSEL01",22,1834.14194968553,35.937106918239,6.60220125786164,2,31,159,66,2
"414","D  KEMPTEN01",22,1447.05882352941,29.8235294117647,6.875,2,6,34,12,1
"415","D  KEMPTEN02",21.5,1526.8,41.8,6.2,2,4,10,3,1
"416","D  KIEL01",21.5,1645.68921875,37.203125,6.79296875,2,23,64,42,1
"417","D  KIEL03",22,1488.34972972973,40.0810810810811,6.75675675675676,3,14,37,18,1
"418","D  KIEL05",22.5,1410.42307692308,36.5,6.00961538461539,2,5,26,16,1
"419","D  KLEVE01",20,1355,28,4.6,1,2,5,3,1
"420","D  KOBLENZ01",21,1617.63888888889,30.4444444444444,5.59259259259259,2,12,27,19,1
"421","D  KOBLENZ02",22,1489.77090909091,30.0909090909091,6.04545454545455,2,14,33,20,1
"422","D  KOBLENZ03",22,1155.65185185185,30.1481481481481,4.79166666666667,2,7,54,27,1
"423","D  KOELN 03",24,1784.58666666667,43.3333333333333,7.625,2,2,12,11,1
"424","D  KOLN01",22,1735.81703016241,34.3526682134571,6.52784222737819,2,46,431,141,2
"425","D  KOLN02",22,1636.15131578947,38.2894736842105,6.27631578947368,2,5,38,13,1
"426","D  KOLN04",21,1588.30941798942,38.6507936507937,7.3531746031746,3,28,189,71,2
"427","D  KOLN05",24,2445.854,34.8,5.85,2,4,5,4,1
"428","D  KOLN07",25,750,40,5,1,2,3,2,1
"429","D  KOLN12",21,1219.49583333333,33.8666666666667,5.525,2,9,60,23,1
"430","D  KONSTAN01",21,2174.09415841584,38.1831683168317,7.35148514851485,2,26,202,85,2
"431","D  KONSTAN02",22,2013.5965625,42.0625,7.25,2,12,32,12,1
"432","D  KOTHEN01",22,2093.93,39.6363636363636,7.07954545454545,2,6,22,10,1
"433","D  KREFELD01",22,1821.08326923077,31.7884615384615,5.88461538461539,2,20,52,27,1
"434","D  LANDSHU01",22,1102.5,40,7.61111111111111,1,3,9,2,1
"435","D  LEIPZIG01",21,1818.84342431762,38.7344913151365,7.25310173697271,3,43,403,163,2
"436","D  LEIPZIG02",22,2314.25419354839,43.2258064516129,8.12096774193548,2,13,31,13,1
"437","D  LEIPZIG04",23,1107.02074074074,27.4074074074074,4.61111111111111,2,5,27,18,1
"438","D  LEIPZIG05",25,1794.50371428571,37.0285714285714,7.08571428571429,3,2,35,28,1
"439","D  LEIPZIG09",24,875.193333333333,29.0952380952381,5.01190476190476,2,4,21,13,1
"440","D  LEIPZIG10",23.5,1010,30,6.5,1,2,2,2,1
"441","D  LEMGO01",23,1027.8925,27.25,5.25,2,6,24,6,1
"442","D  LORRACH01",22,1150,21,4.66666666666667,2,3,3,3,1
"443","D  LUBECK01",23,2129.7695,38.95,7.2625,2,4,20,13,1
"444","D  LUBECK02",22,1948.61111111111,34.8888888888889,5.27777777777778,2,2,9,5,1
"445","D  LUBECK03",21,1376.45,30,5.5,1,2,3,2,1
"446","D  LUDWIGB01",22,1580.33441176471,36.5294117647059,6.30882352941176,2,11,34,19,1
"447","D  LUDWIGB03",21.5,1750,21,5,1,1,2,1,1
"448","D  LUDWIGH01",22,1885.21151515152,39.3636363636364,5.39393939393939,2,10,33,15,1
"449","D  LUNEBUR01",21,1958.08925,29.825,6.9,2,16,40,19,1
"450","D  MAGDEBU01",22,2082.91144736842,34.8026315789474,6.34210526315789,2,23,76,32,1
"451","D  MAGDEBU04",21,1174.47576923077,35.6730769230769,6.42788461538461,2,9,52,23,1
"452","D  MAINZ01",22,1884.41749253731,37.2059701492537,7.2455223880597,5,40,335,109,2
"453","D  MAINZ05",20,1700,15,4,1,1,1,1,1
"454","D  MAINZ08",21,1620.30415584416,34.9480519480519,6.47727272727273,2,15,77,33,1
"455","D  MANNHEI01",22,1562.13502923977,35.3508771929825,6.11476608187134,3,26,342,107,2
"456","D  MANNHEI02",22,1653,44.5384615384615,6.96153846153846,2,4,13,10,1
"457","D  MANNHEI03",22,1483,30.7142857142857,5.71428571428571,2,4,7,5,1
"458","D  MANNHEI08",21,1502.25,30,5.78125,2,10,32,14,1
"459","D  MANNHEI09",21,1571.208,30,4.4,1,2,5,2,1
"460","D  MARBURG01",22,2216.72829931973,41.5510204081633,7.57993197278912,2,30,147,60,2
"461","D  MERSEB02",22,1064.72571428571,20.8571428571429,4.28571428571429,1,6,7,4,1
"462","D  MITTWEI01",22,1361.96428571429,33.9285714285714,4.96428571428571,2,7,14,8,1
"463","D  MOSBACH01",21,859.712857142857,31.6428571428571,4.05357142857143,2,5,14,6,1
"464","D  MULHEIM01",20,4065.75,62,10.25,2,2,3,1,1
"465","D  MUNCHEN01",22,1821.31356573705,33.7430278884462,6.81573705179283,3,49,502,178,2
"466","D  MUNCHEN02",23,1810.23375394322,36.3864353312303,7.60212933753943,5,48,634,165,2
"467","D  MUNCHEN03",23.5,1622.65,38.4,6.625,2,1,10,9,1
"468","D  MUNCHEN04",22,1579.33088235294,36.7058823529412,6.19852941176471,2,8,34,23,1
"469","D  MUNCHEN06",22,1403.35242857143,34.8785714285714,6.66071428571429,2,27,140,60,2
"470","D  MUNCHEN07",25,1453.39285714286,23.1428571428571,5.25,2,3,7,5,1
"471","D  MUNCHEN08",21,2350.64727272727,14.5454545454545,4.63636363636364,1,5,11,5,1
"472","D  MUNCHEN10",22,1095.99764705882,35.2352941176471,6.42647058823529,2,10,17,9,1
"473","D  MUNCHEN11",21,1361.50735294118,42.0882352941176,7.67647058823529,2,4,34,13,1
"474","D  MUNCHEN12",21,1075.85941176471,33.3823529411765,4.63970588235294,3,6,34,11,1
"475","D  MUNCHEN13",20,1811.875,37.75,7.875,2,4,8,3,1
"476","D  MUNSTER01",22,1648.21840425532,37,6.94769503546099,3,41,282,124,2
"477","D  MUNSTER02",22,2147.57419753086,39.7037037037037,8.12962962962963,2,23,81,31,1
"478","D  MUNSTER05",22,1352.23692307692,35.0769230769231,5.42307692307692,2,3,13,7,1
"479","D  NEUBRAN02",21.5,1284.015,30,4.3125,2,2,4,2,1
"480","D  NIENBUR01",22,1050,15,3,1,1,1,1,1
"481","D  NORDHAU01",21,1891.33333333333,29,4.83333333333333,1,2,3,3,1
"482","D  NURNBER01",23.5,1601.33333333333,30.8333333333333,6.29166666666667,2,1,6,4,1
"483","D  NURNBER02",22,1244.60083333333,32.5,6.45833333333333,2,18,48,28,1
"484","D  NURNBER04",21,2476.01333333333,31.3333333333333,8,2,1,3,3,1
"485","D  NURTING01",21,1848.81818181818,27.7272727272727,7,2,7,11,8,1
"486","D  OESTRIC01",21,1316.76362745098,38.2058823529412,5.80882352941176,2,12,102,44,1
"487","D  OFFENBA01",23,1711.875,14.5,8.8125,2,3,4,4,1
"488","D  OFFENBU01",23,2799.1,39.36,7.92,2,10,25,10,1
"489","D  OLDENBU01",22,2163.11486486487,39.7837837837838,7.68918918918919,2,22,37,25,1
"490","D  OSNABRU01",21,2072.74457831325,38.9638554216867,7.39759036144578,3,24,83,44,2
"491","D  OSNABRU02",22,1452.64162162162,37.1621621621622,6.9527027027027,2,20,74,28,1
"492","D  PADERBO01",22,1855.69145985401,35.8686131386861,6.99270072992701,2,24,137,44,2
"493","D  PASSAU01",22,1636.13590604027,35.9127516778523,6.93456375838926,2,20,149,47,1
"494","D  PFORZHE01",21,1466.40575342466,37.8493150684931,6.28767123287671,3,10,73,29,1
"495","D  Potsdam01",21.5,1210,23,5.5,1,2,2,1,1
"496","D  POTSDAM01",22,1784.35805429864,34.2533936651584,6.91289592760181,4,36,221,105,2
"497","D  POTSDAM02",24,2096.56,32,7.4,2,3,5,4,1
"498","D  POTSDAM03",23.5,1568.625,35.75,6.575,2,8,20,10,1
"499","D  RAVENSB01",22,1751.21739130435,34.7826086956522,5.76086956521739,2,13,23,13,1
"500","D  RAVENSB02",21.5,2169.96071428571,54.7857142857143,7.39285714285714,3,5,14,5,1
"501","D  REGENSB01",22,1951.86527896996,41.4420600858369,7.38733905579399,3,37,233,83,2
"502","D  REGENSB02",21,1791.21264367816,34.4137931034483,7.4051724137931,2,22,87,30,1
"503","D  REGENSB03",20,1469.44333333333,19,5.33333333333333,2,1,3,2,1
"504","D  REUTLIN02",21,1628.43327044025,44.8993710691824,7.30817610062893,3,14,159,34,1
"505","D  REUTLIN03",22,1897.25,33.2,5.25,2,3,5,3,1
"506","D  RIESA01",23,1710,17,4.75,1,1,1,1,1
"507","D  ROSENHE01",22,1302.59259259259,31.2222222222222,6.01851851851852,2,11,27,13,1
"508","D  ROSTOCK01",22,2164.50984848485,36.9242424242424,6.88636363636364,2,25,66,34,1
"509","D  ROSTOCK02",22,1767.375,25.75,6.4375,2,1,8,6,1
"510","D  ROTTENB01",23.5,2276.05,42.5,9,2,1,2,2,1
"511","D  SAARBRU01",21,1698.20255813953,40.3895348837209,7.48110465116279,2,23,172,69,2
"512","D  SAARBRU03",22.5,1640.22222222222,31.8888888888889,6.55555555555556,2,8,18,8,1
"513","D  SAARBRU07",21,2008.11111111111,44.2222222222222,6.08333333333333,2,4,9,5,1
"514","D  SCHMALK01",22,1970.1313559322,37.1186440677966,6.15677966101695,2,13,59,17,1
"515","D  SCHWA-G02",23,1452.63,28.8,5.15,3,4,25,15,1
"516","D  SCHWAG01",21.5,2209.765625,38.9375,6.5,2,4,16,7,1
"517","D  SENFTEN01",23,1571.5,55.35,7.425,1,4,20,6,1
"518","D  SIEGEN01",22,2053.33673469388,37.4285714285714,7.04081632653061,2,16,49,29,1
"519","D  SIGMARI01",23,1427.5,32.0909090909091,5.36363636363636,2,6,11,6,1
"520","D  ST-AUGU02",21,2005,60,11.0416666666667,2,3,6,3,1
"521","D  STRALSU01",22,1392.65306122449,38.8775510204082,6.82142857142857,2,10,49,14,1
"522","D  STUTTGA01",22,1892.58651515152,40.0227272727273,8.0842803030303,2,31,264,98,2
"523","D  STUTTGA02",23,1621.11776470588,35.8352941176471,6.71764705882353,2,21,85,40,1
"524","D  STUTTGA03",22,1623.00235294118,36.2941176470588,6.60294117647059,2,3,17,14,1
"525","D  STUTTGA04",23,1633.55882352941,43.0588235294118,6.54411764705882,2,6,17,13,1
"526","D  STUTTGA05",23,1817.796875,40.0208333333333,7.328125,2,11,48,18,1
"527","D  STUTTGA06",22,1701.71195652174,38.3260869565217,7.53260869565217,2,14,46,20,1
"528","D  STUTTGA10",22,595.833333333333,25,4.58333333333333,2,2,3,2,1
"529","D  TRIER01",21,2109.1250862069,43.948275862069,7.7176724137931,2,19,116,55,1
"530","D  TRIER02",22,1402.43184210526,36.6052631578947,6.56578947368421,2,14,38,22,1
"531","D  TRIER03",21,1593.75,30,3.75,1,1,1,1,1
"532","D  TROSSIN01",23,1871.59090909091,34.9090909090909,6.93181818181818,2,3,11,10,1
"533","D  TUBINGE01",22,1774.0058,35.1,6.99833333333333,3,38,300,119,2
"534","D  ULM01",23,1720.52,30.6666666666667,7,3,17,42,28,1
"535","D  ULM02",23,1599.57894736842,26.1052631578947,5.21052631578947,2,7,19,8,1
"536","D  ULM03",22,1572.10326530612,34.6326530612245,6.62755102040816,2,9,49,18,1
"537","D  VECHTA02",22.5,3318.5,60,8.5,1,2,2,2,1
"538","D  VILLING02",21,1392.88857142857,34.5714285714286,7.64285714285714,2,3,7,5,1
"539","D  WEDEL01",24,1000,22,5,1,1,1,1,1
"540","D  WEIMAR01",23,2040.43617283951,38.3950617283951,7.33950617283951,3,11,81,46,1
"541","D  WEIMAR02",22,1928.1155,33.35,5.8875,2,3,20,18,1
"542","D  WEINGAR01",21,3349.835,39.6666666666667,7.95,2,5,15,8,1
"543","D  WERNIGE01",21,1195.57138888889,29.8055555555556,5.49305555555556,2,11,36,14,1
"544","D  WIESBAD01",22,1298.73718309859,33.2253521126761,6.23943661971831,3,19,71,28,1
"545","D  WILDAU01",21,1095.25125,21.125,4.515625,2,7,16,7,1
"546","D  WILHELM02",22,2397.10066666667,42.7333333333333,7.54166666666667,2,12,30,18,1
"547","D  WISMAR01",21,1944.15977272727,36.1363636363636,7.14204545454545,3,9,44,15,1
"548","D  WITTEN02",22.5,1373.75,33.8333333333333,6.25,2,4,6,4,1
"549","D  WOLFENB01",22,2523.07142857143,43.7857142857143,7.64285714285714,3,7,14,9,1
"550","D  WORMS01",21,2244.69981132075,36.7547169811321,7.30188679245283,2,16,53,20,1
"551","D  WUPPERT01",21,1710.45019607843,36.8627450980392,6.49509803921569,2,13,51,25,1
"552","D  WURZBUR01",22,1897.93146892655,38.5310734463277,7.79802259887006,4,34,177,76,2
"553","D  WURZBUR02",23.5,1212.5,43.75,7.5,1,2,4,3,1
"554","D  WURZBUR03",22,1546.1340625,29,6.5078125,2,15,32,16,1
"555","D  XX",22,1892.82142857143,31.7142857142857,6.32142857142857,2,5,7,4,1
"556","D  ZITTAU01",22,2222.09615384615,35.0769230769231,6.49358974358974,2,10,39,17,1
"557","D  ZWICKAU01",22,1612.24137931034,42.8965517241379,7.37068965517241,2,11,29,13,1
"558","DK ALBORG01",23,1390.73277456647,31.9364161849711,6.04768786127168,3,36,173,94,2
"559","DK ALBORG02",21,1140.49726027397,25.8356164383562,4.39041095890411,3,20,73,35,1
"560","DK ALBORG03",21,1133.57,20,3,1,1,1,1,1
"561","DK ARHUS01",22,1595.91248641304,31.6413043478261,5.94938858695652,6,69,736,253,2
"562","DK ARHUS04",22.5,1592.937,37.875,6.61875,2,6,40,20,1
"563","DK ARHUS05",23,3027.31333333333,43.8888888888889,8.72222222222222,2,2,9,9,1
"564","DK ARHUS10",22,1515.80583333333,34.7777777777778,5.54861111111111,2,6,36,18,1
"565","DK ARHUS26",21,1235.801,27.45,4.925,2,8,20,11,1
"566","DK ARHUS28",21,832.5,30,4.5,1,1,2,1,1
"567","DK ESBJERG18",22,1674.3968,28.64,4.3,1,9,25,12,1
"568","DK ESBJERG19",20,935.538958333333,32.0416666666667,3.796875,2,11,48,19,1
"569","DK FREDERI09",23,1000,30,5,1,1,1,1,1
"570","DK HERNING01",21.5,1210,30,5.5,1,1,2,1,1
"571","DK HERNING08",24,1613.75,24.25,4,2,2,4,2,1
"572","DK KOBENHA01",22,1739.49919129082,35.1306376360809,6.46500777604977,5,61,643,181,2
"573","DK KOBENHA05",22,1320.14718676123,30.9243498817967,5.2434988179669,3,20,423,128,2
"574","DK KOBENHA06",24,1487.5116,36.08,6.76,2,5,25,16,1
"575","DK KOBENHA14",22,1397.31260204082,32.1479591836735,5.13392857142857,3,26,196,63,2
"576","DK KOBENHA32",20,2001.49727272727,36.5454545454545,7.18181818181818,2,6,11,7,1
"577","DK KOBENHA38",25,862.95,28.3333333333333,6.33333333333333,2,3,6,6,1
"578","DK KOBENHA39",25,1215.625,30,4.625,2,1,4,3,1
"579","DK KOBENHA52",23,1480.58,26,6.5,1,1,4,2,1
"580","DK KOBENHA54",21,1410,22.5,4,1,2,4,2,1
"581","DK KOBENHA55",22,1225.8704494382,28.438202247191,4.71910112359551,2,17,89,38,1
"582","DK KOBENHA56",21,945.840684931507,28.1780821917808,4.08561643835616,3,13,73,32,1
"583","DK KOBENHA57",21,1348.6862195122,30.1707317073171,5.70426829268293,1,13,82,34,1
"584","DK Kobenha58",23,1000.65,23,5,1,1,1,1,1
"585","DK KOBENHA58",21,1821.6323880597,31.2238805970149,5.47388059701493,3,11,67,21,1
"586","DK KOGE03",21,3018.916,32,5.31666666666667,1,6,15,8,1
"587","DK KOLDING07",23,1018.84294117647,32.7058823529412,4.55882352941176,1,7,17,14,1
"588","DK KOLDING10",21,2843.08722222222,42.537037037037,6.63425925925926,3,10,54,22,1
"589","DK Kopenha10",30,1000.65,23,5,1,1,3,1,1
"590","DK KOPENHA10",24.5,1275,27.5,5,1,3,4,3,1
"591","DK KOPENHA26",23,1513.26315789474,31.5789473684211,5.73684210526316,2,5,19,13,1
"592","DK KOPENHA37",28,2002.005,45,8.25,1,4,4,4,1
"593","DK LYNGBY01",22,1557.26412177986,31.6042154566745,6.12412177985949,5,37,427,118,2
"594","DK LYNGBY04",22,1580.75428571429,39.2857142857143,5.89285714285714,1,7,7,5,1
"595","DK ODENSE01",22,1715.47088235294,33.8897058823529,6.07352941176471,4,59,544,195,2
"596","DK ODENSE10",20,1907.43756756757,32.0540540540541,5.25,1,13,37,18,1
"597","DK ODENSE16",22,2016.66666666667,23.3333333333333,3.66666666666667,2,1,3,2,1
"598","DK ODENSE21",21,2016.7,27,4.4,1,5,10,5,1
"599","DK RANDERS02",23,1787.3,27.8571428571429,4.71428571428571,2,6,7,5,1
"600","DK RISSKOV06",21,1782.69439086294,35.502538071066,6.39689086294416,4,50,788,166,2
"601","DK ROSKILD01",21,1557.44910569106,34.2113821138211,6.14024390243902,2,29,123,63,2
"602","DK SORO02",21,1772.38098765432,31.3333333333333,4.92283950617284,2,17,81,36,1
"603","DK VEJLE06",21,1582.68488888889,30.3444444444444,4.26666666666667,3,18,90,39,1
"604","DK xx",30,552.5,24,4.25,1,1,2,1,1
"605","DK XX",22,2227.955,31.14,5.585,2,20,50,18,1
"606","E  ALBACET01",21,1570.2,19.2,4.9,2,5,5,4,1
"607","E  ALCAL-H01",22,1836.00390052356,36.3874345549738,6.78010471204188,6,42,382,152,2
"608","e  alicant01",20,1100,34,5,2,1,3,1,1
"609","E  ALICANT01",21,1530.68297931034,30.9062068965517,5.91172413793103,4,56,725,234,2
"610","E  ALICANT02",26,920,40,4,1,1,1,1,1
"611","E  ALICANT11",21,3856,46,6.875,1,1,2,1,1
"612","E  ALICANT12",21.5,2004,30,4.375,1,1,2,1,1
"613","E  ALICANT27",23.5,2137.5,19,4.75,1,1,2,1,1
"614","E  ALMERIA01",22,1783.2196039604,34.0123762376238,6.68316831683168,4,46,404,125,2
"615","E  ALMERIA03",22,2300,51,10,1,1,1,1,1
"616","E  AVILA01",22,1299.48,35.2,5.3,2,6,15,10,1
"617","E  AVILES02",22,1358.33333333333,32,5,2,2,3,3,1
"618","E  BADAJOZ01",22,1637.67150485437,33.9417475728155,6.42233009708738,4,33,206,82,2
"619","E  BADAJOZ02",21.5,2775,45,7.5,1,2,2,1,1
"620","E  BADAJOZ06",24.5,2300,57,10,1,1,2,1,1
"621","E  BADAJOZ29",22,1675.45,35,10.5,1,1,1,1,1
"622","E  BARCELO01",22,1574.29327202323,29.4356243949661,6.15464666021297,6,73,1033,301,2
"623","E  BARCELO02",22,1530.31141656663,29.0144057623049,6.0813325330132,5,66,833,266,2
"624","E  BARCELO03",22,1593.56713030747,30.1786237188873,6.05673499267936,5,50,683,198,2
"625","E  BARCELO101",23,1245,30,5,1,1,1,1,1
